path,status,inRepo,repoSource,liveTitle,repoTitle,titleMatch,titleLen,liveDesc,repoDesc,descMatch,descLen,liveCanonical,repoCanonical,liveOgImage,repoOgImage,liveH1Count,liveH1,repoH1,h1Match,liveH2Count,liveH2,contentCoveragePct,h2MissingFromRepo,liveWords,liveImgs,liveImgNoAlt,liveSchema,liveTtfbMs,liveHtmlKB,liveLinksInternal,redirected,finalUrl,metaRobots
/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/prospect-lefferts-gardens,200,false,,Prospect Lefferts Gardens | Montfort Real Estate,,,48,"Welcome to Prospect Lefferts Gardens. In this guide we will explore the local market including listings, schools, businesses, and more.",,,135,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/prospect-lefferts-gardens/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/prospect-lefferts-gardens.png,,1,Prospect Lefferts Gardens,,,4,Want the full market report for Prospect Lefferts Gardens? || Schools In The Area || Around The Area || Local News & Advice,,,4645,10,1,Organization|BreadcrumbList|RealEstateAgent,516,143.6,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/prospect-lefferts-gardens/,
/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/prospect-park-south,200,false,,Prospect Park South | Montfort Real Estate,,,42,"Welcome to Prospect Park South. In this guide we will explore the local market including listings, schools, businesses, and more.",,,129,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/prospect-park-south/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/prospect-park-south.png,,1,Prospect Park South,,,4,Want the full market report for Prospect Park South? || Schools In The Area || Around The Area || Local News & Advice,,,4645,10,1,Organization|BreadcrumbList|RealEstateAgent,840,143.6,98,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/prospect-park-south/,
/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/windsor-terrace,200,false,,Windsor Terrace | Montfort Real Estate,,,38,"Welcome to Windsor Terrace. In this guide we will explore the local market including listings, schools, businesses, and more.",,,125,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/windsor-terrace/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/windsor-terrace.png,,1,Windsor Terrace,,,4,Want the full market report for Windsor Terrace? || Schools In The Area || Around The Area || Local News & Advice,,,4637,10,1,Organization|BreadcrumbList|RealEstateAgent,844,143,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/windsor-terrace/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan,200,false,,Manhattan | Montfort Real Estate,,,32,"Welcome to Manhattan. In this guide we will explore the local market including listings, schools, businesses, and more.",,,119,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/jesse-echevarria-4MIfAsQsS8-unsplash-1.jpg,,1,Manhattan,,,4,Want the full market report for Manhattan? || Schools In The Area || Around The Area || Local News & Advice,,,4635,10,1,Organization|BreadcrumbList|RealEstateAgent,2341,237.8,100,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/east-harlem,200,false,,East Harlem | Montfort Real Estate,,,34,"Welcome to East Harlem. In this guide we will explore the local market including listings, schools, businesses, and more.",,,121,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/east-harlem/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/east-harlem.png,,1,East Harlem,,,4,Want the full market report for East Harlem? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,310,149.3,99,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/east-harlem/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/manhattanville,200,false,,Manhattanville | Montfort Real Estate,,,37,"Welcome to Manhattanville. In this guide we will explore the local market including listings, schools, businesses, and more.",,,124,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/manhattanville/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/manhattanville.png,,1,Manhattanville,,,4,Want the full market report for Manhattanville? || Schools In The Area || Around The Area || Local News & Advice,,,4644,10,1,Organization|BreadcrumbList|RealEstateAgent,577,146,98,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/manhattanville/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/morningside-heights,200,false,,Morningside Heights | Montfort Real Estate,,,42,"Welcome to Morningside Heights. In this guide we will explore the local market including listings, schools, businesses, and more.",,,129,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/morningside-heights/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/morningside-heights.png,,1,Morningside Heights,,,4,Want the full market report for Morningside Heights? || Schools In The Area || Around The Area || Local News & Advice,,,4651,10,1,Organization|BreadcrumbList|RealEstateAgent,593,145.9,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/morningside-heights/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/hamilton-heights,200,false,,Hamilton Heights | Montfort Real Estate,,,39,"Welcome to Hamilton Heights. In this guide we will explore the local market including listings, schools, businesses, and more.",,,126,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/hamilton-heights/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/hamilton-heights.png,,1,Hamilton Heights,,,4,Want the full market report for Hamilton Heights? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,578,147.8,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/hamilton-heights/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/lincoln-square,200,false,,Lincoln Square | Montfort Real Estate,,,37,"Welcome to Lincoln Square. In this guide we will explore the local market including listings, schools, businesses, and more.",,,124,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/lincoln-square/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/lincoln-square.png,,1,Lincoln Square,,,4,Want the full market report for Lincoln Square? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,578,148.8,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/lincoln-square/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/midtown-west,200,false,,Midtown West | Montfort Real Estate,,,35,"Welcome to Midtown West. In this guide we will explore the local market including listings, schools, businesses, and more.",,,122,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/midtown-west/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/midtown-west.png,,1,Midtown West,,,5,Featured Listings || Want the full market report for Midtown West? || Schools In The Area || Around The Area || Local News & Advice,,,4516,10,1,Organization|BreadcrumbList|RealEstateAgent,1108,147.2,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/midtown-west/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/midtown-east,200,false,,Midtown East | Montfort Real Estate,,,35,"Welcome to Midtown East. In this guide we will explore the local market including listings, schools, businesses, and more.",,,122,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/midtown-east/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/midtown-east.png,,1,Midtown East,,,4,Want the full market report for Midtown East? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,678,146.1,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/midtown-east/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/murray-hill,200,false,,Murray Hill | Montfort Real Estate,,,34,"Welcome to Murray Hill. In this guide we will explore the local market including listings, schools, businesses, and more.",,,121,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/murray-hill/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/murray-hill.png,,1,Murray Hill,,,4,Want the full market report for Murray Hill? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,278,144.1,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/murray-hill/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/hudson-yards,200,false,,Hudson Yards | Montfort Real Estate,,,35,"Welcome to Hudson Yards. In this guide we will explore the local market including listings, schools, businesses, and more.",,,122,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/hudson-yards/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/hudson-yards.png,,1,Hudson Yards,,,5,Featured Listings || Want the full market report for Hudson Yards? || Schools In The Area || Around The Area || Local News & Advice,,,4516,10,1,Organization|BreadcrumbList|RealEstateAgent,557,141.2,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/hudson-yards/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/kips-bay,200,false,,Kips Bay | Montfort Real Estate,,,31,"Welcome to Kips Bay. In this guide we will explore the local market including listings, schools, businesses, and more.",,,118,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/kips-bay/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/kips-bay.png,,1,Kips Bay,,,4,Want the full market report for Kips Bay? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,677,145.3,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/kips-bay/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/nomad,200,false,,NoMad | Montfort Real Estate,,,28,"Welcome to NoMad. In this guide we will explore the local market including listings, schools, businesses, and more.",,,115,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/nomad/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/nomad.png,,1,NoMad,,,4,Want the full market report for NoMad? || Schools In The Area || Around The Area || Local News & Advice,,,4644,10,1,Organization|BreadcrumbList|RealEstateAgent,630,142.4,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/nomad/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/flatiron,200,false,,Flatiron | Montfort Real Estate,,,31,"Welcome to Flatiron. In this guide we will explore the local market including listings, schools, businesses, and more.",,,118,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/flatiron/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/flatiron.png,,1,Flatiron,,,4,Want the full market report for Flatiron? || Schools In The Area || Around The Area || Local News & Advice,,,4644,10,1,Organization|BreadcrumbList|RealEstateAgent,768,143.2,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/flatiron/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/gramercy-park,200,false,,Gramercy Park | Montfort Real Estate,,,36,"Welcome to Gramercy Park. In this guide we will explore the local market including listings, schools, businesses, and more.",,,123,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/gramercy-park/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/gramercy-park.png,,1,Gramercy Park,,,4,Want the full market report for Gramercy Park? || Schools In The Area || Around The Area || Local News & Advice,,,4651,10,1,Organization|BreadcrumbList|RealEstateAgent,503,144.8,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/gramercy-park/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/alphabet-city,200,false,,Alphabet City | Montfort Real Estate,,,36,"Welcome to Alphabet City. In this guide we will explore the local market including listings, schools, businesses, and more.",,,123,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/alphabet-city/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/alphabet-city.png,,1,Alphabet City,,,4,Want the full market report for Alphabet City? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,1110,145.6,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/alphabet-city/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/east-village,200,false,,East Village | Montfort Real Estate,,,35,"Welcome to East Village. In this guide we will explore the local market including listings, schools, businesses, and more.",,,122,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/east-village/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/east-village.png,,1,East Village,,,4,Want the full market report for East Village? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,607,147.2,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/east-village/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/west-village,200,false,,West Village | Montfort Real Estate,,,35,"Welcome to West Village. In this guide we will explore the local market including listings, schools, businesses, and more.",,,122,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/west-village/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/west-village.png,,1,West Village,,,4,Want the full market report for West Village? || Schools In The Area || Around The Area || Local News & Advice,,,4652,10,1,Organization|BreadcrumbList|RealEstateAgent,697,145.8,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/west-village/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/noho,200,false,,NoHo | Montfort Real Estate,,,27,"Welcome to NoHo. In this guide we will explore the local market including listings, schools, businesses, and more.",,,114,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/noho/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/noho.png,,1,NoHo,,,4,Want the full market report for NoHo? || Schools In The Area || Around The Area || Local News & Advice,,,4644,10,1,Organization|BreadcrumbList|RealEstateAgent,887,142.7,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/noho/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/soho,200,false,,SoHo | Montfort Real Estate,,,27,"Welcome to SoHo. In this guide we will explore the local market including listings, schools, businesses, and more.",,,114,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/soho/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/soho.png,,1,SoHo,,,4,Want the full market report for SoHo? || Schools In The Area || Around The Area || Local News & Advice,,,4644,10,1,Organization|BreadcrumbList|RealEstateAgent,929,142.9,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/soho/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/nolita,200,false,,NoLita | Montfort Real Estate,,,29,"Welcome to NoLita. In this guide we will explore the local market including listings, schools, businesses, and more.",,,116,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/nolita/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/nolita.png,,1,NoLita,,,4,Want the full market report for NoLita? || Schools In The Area || Around The Area || Local News & Advice,,,4644,10,1,Organization|BreadcrumbList|RealEstateAgent,902,142.8,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/nolita/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/chinatown,200,false,,Chinatown | Montfort Real Estate,,,32,"Welcome to Chinatown. In this guide we will explore the local market including listings, schools, businesses, and more.",,,119,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/chinatown/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/chinatown.png,,1,Chinatown,,,4,Want the full market report for Chinatown? || Schools In The Area || Around The Area || Local News & Advice,,,4644,10,1,Organization|BreadcrumbList|RealEstateAgent,1034,145.9,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/chinatown/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/tribeca,200,false,,Tribeca | Montfort Real Estate,,,30,"Welcome to Tribeca. In this guide we will explore the local market including listings, schools, businesses, and more.",,,117,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/tribeca/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/tribeca.png,,1,Tribeca,,,4,Want the full market report for Tribeca? || Schools In The Area || Around The Area || Local News & Advice,,,4644,10,1,Organization|BreadcrumbList|RealEstateAgent,689,144.1,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/tribeca/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/battery-park-city,200,false,,Battery Park City | Montfort Real Estate,,,40,"Welcome to Battery Park City. In this guide we will explore the local market including listings, schools, businesses, and more.",,,127,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/battery-park-city/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/battery-park-city.png,,1,Battery Park City,,,4,Want the full market report for Battery Park City? || Schools In The Area || Around The Area || Local News & Advice,,,4660,10,1,Organization|BreadcrumbList|RealEstateAgent,1056,146.3,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/battery-park-city/,
/featured-upper-west-side-and-harlem-homes-for-sale/queens,200,false,,Queens | Montfort Real Estate,,,29,"Welcome to Queens. In this guide we will explore the local market including listings, schools, businesses, and more.",,,116,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/queens/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/luca-bravo-fPoSK5XeyHw-unsplash-1.jpg,,1,Queens,,,4,Want the full market report for Queens? || Schools In The Area || Around The Area || Local News & Advice,,,4655,10,1,Organization|BreadcrumbList|RealEstateAgent,1221,165.7,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/queens/,
/featured-upper-west-side-and-harlem-homes-for-sale/queens/ditmars-steinway,200,false,,Ditmars Steinway | Montfort Real Estate,,,39,"Welcome to Ditmars Steinway. In this guide we will explore the local market including listings, schools, businesses, and more.",,,126,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/queens/ditmars-steinway/,,https://assets.agentfire3.com/uploads/sites/312/2021/07/ditmars-steinway.png,,1,Ditmars Steinway,,,4,Want the full market report for Ditmars Steinway? || Schools In The Area || Around The Area || Local News & Advice,,,4611,10,1,Organization|BreadcrumbList|RealEstateAgent,536,144,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/queens/ditmars-steinway/,
/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/green-point,200,false,,Green Point | Montfort Real Estate,,,34,"Welcome to Green Point. In this guide we will explore the local market including listings, schools, businesses, and more.",,,121,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/green-point/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/green-point.png,,1,Green Point,,,4,Want the full market report for Green Point? || Schools In The Area || Around The Area || Local News & Advice,,,4636,10,1,Organization|BreadcrumbList|RealEstateAgent,683,143.4,97,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/brooklyn-homes/green-point/,
/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/west-harlem,200,false,,West Harlem | Montfort Real Estate,,,34,"Welcome to West Harlem. In this guide we will explore the local market including listings, schools, businesses, and more.",,,121,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/west-harlem/,,https://assets.agentfire3.com/uploads/sites/312/2021/06/west-harlem.png,,1,West Harlem,,,4,Want the full market report for West Harlem? || Schools In The Area || Around The Area || Local News & Advice,,,4651,10,1,Organization|BreadcrumbList|RealEstateAgent,983,146.5,106,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/manhattan/west-harlem/,
/featured-upper-west-side-and-harlem-homes-for-sale,200,false,,Explore Upper West Side and Harlem Homes For Sale,,,49,Learn everything you need to know about owning a home in the Upper West Side & Harlem!,,,86,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/,,,,1,Featured Upper West Side & Harlem Homes For Sale,,,4,Harlem Luxury Condos || Harlem Brownstones || Upper West Side Luxury Condos || Upper West Side Townhouses,,,4086,5,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,671,90.4,83,false,https://montfortre.com/featured-upper-west-side-and-harlem-homes-for-sale/,
/523-west-121st-street-2,200,false,,523 West 121st Street #2 | Montfort Real Estate,,,47,,,,0,https://montfortre.com/523-west-121st-street-2/,,https://assets.agentfire3.com/uploads/sites/312/2026/06/1a-Living-room-1024x683.fit.jpg,,1,523 West 121st Street #2,,,2,About this property || Want to take a tour of this property?,,,4063,28,1,Organization|BreadcrumbList|RealEstateAgent|Product,1065,120.1,83,false,https://montfortre.com/523-west-121st-street-2/,
/home-valuation,200,true,route,Home Valuation | Montfort Real Estate,Home Valuation | Montfort Real Estate,true,37,"Get a free home valuation for your NYC property. Receive instant estimates and expert insights for condos, co-ops, brownstones, and multifamily homes across Manhattan and Brooklyn.","Get a free home valuation for your NYC property. Receive instant estimates and expert insights for condos, co-ops, brownstones, and multifamily homes across Manhattan and Brooklyn.",true,180,https://montfortre.com/home-valuation/,https://montfortre.com/home-valuation/,,https://montfortre.com/og-home.jpg,2,FREE HOME VALUATION || Free Home Value Estimator: Guide & Consultation Services,FREE HOME VALUATION || Free Home Value Estimator: Guide &amp; Consultation Services,true,19,Get Your Free Report || Uh Oh! || Thanks for requesting a free home valuation! || Interested in selling your home? || Introduction: What This Guide Covers and Why It Matters || Expert Home Value Guidance: Get the Most Out of Your Home Value Estimator || The Hidden Problems with Free Home Value Estimators - and Why You Need Expert Insight || Our Home Value Estimation Services || Top 10 Free Home Value Estimation Tools to Use in 2026 || How We Tackle Home Value Estimation || What Our Customers Say || Frequently Asked Questions || Contact Us || Our Complete NYC Home Valuation service || NYC condo free home valuation || NYC co-op free home valuation || NYC brownstone free home valuation || NYC SRO free home valuation || Recent News & Realtor Advice,100,,8593,20,8,FAQPage|BreadcrumbList|Service|Organization|RealEstateAgent|WebPage,682,159.4,96,false,https://montfortre.com/home-valuation/,
/mortgage-calculator,200,true,route,Mortgage Calculator | Montfort Real Estate,NYC Mortgage Calculator | Montfort Real Estate,false,42,"Use our mortgage calculator to estimate monthly payments, interest rates and affordability when buying real estate in New York City.","Use our mortgage calculator to estimate monthly payments, interest rates and affordability when buying real estate in New York City.",true,132,https://montfortre.com/mortgage-calculator/,https://montfortre.com/mortgage-calculator/,,https://montfortre.com/og-home.jpg,2,Mortgage Calculator — Plan Your Home Purchase with Confidence || NYC Mortgage Calculator: Complete Guide for New York City Home Buyers,NYC Mortgage Calculator — Plan Your Home Purchase with Confidence || NYC Mortgage Calculator: Complete Guide for New York City Home Buyers,false,17,Expert NYC Mortgage Calculator and Home Buying Guidance || Why NYC Home Buyers Need a Specialized Mortgage Calculator || NYC Mortgage Calculator Services || Top 10 NYC Mortgage Cost Factors to Consider || How to Use the NYC Mortgage Calculator || Customer Success Stories || Frequently Asked Questions || Get Started with Your NYC Mortgage Calculation || Mortgage Calculator || + Add Extra Payments || Payment Breakdown || Customize your mortgage payment || Total Of All Payments || Amortization Schedule || Mortgage Payoff Date: || Payment breakdown as of || Recent News & Realtor Advice,100,,11601,9,1,Service|WebApplication|FAQPage|BreadcrumbList|Organization|RealEstateAgent|WebPage,1141,192.1,90,false,https://montfortre.com/mortgage-calculator/,
/buying-a-brownstone-in-nyc,200,true,route,Buying a Brownstone in NYC | Montfort Real Estate,Buying a Brownstone in NYC | Montfort Real Estate,true,49,"Learn how to buy a brownstone in NYC with expert guidance on historic homes, renovations, financing, inspections, and prime Brooklyn and Manhattan neighborhoods.","Learn how to buy a brownstone in NYC with expert guidance on historic homes, renovations, financing, inspections, and prime Brooklyn and Manhattan neighborhoods.",true,161,https://montfortre.com/buying-a-brownstone-in-nyc/,https://montfortre.com/buying-a-brownstone-in-nyc/,,https://montfortre.com/redesign-assets/og/brownstone-guide.png,2,Buying a Brownstone in NYC — Your Guide to a Smart and Successful Purchase || Buying a Brownstone in NYC: The Complete Buyer's Guide,Buying a Brownstone in NYC — Your Guide to a Smart and Successful Purchase || Buying a Brownstone in NYC: The Complete Buyer&apos;s Guide,true,12,"Quick Start: What You Need to Know Before You Even Schedule a Showing || What Exactly Is a NYC Brownstone? (And What It Isn't) || Choosing the Right Neighborhood: Block-by-Block Brownstone Markets || Single Family vs Multi Family Brownstones (and Legal Use) || Brownstone vs Condo vs Co-op vs Townhouse: Which Is Right for You? || Budgeting, Financing & Down Payment Strategies for NYC Brownstones || Inspections, Structural Risks & Landmark Status Considerations || Renovation, Maintenance & Hidden Ongoing Costs || Investment Potential, Rental Income & Property Taxes || The Buying Process, Common Mistakes & How I Work with Clients || FAQs About Buying a Brownstone in New York City || NYC Home Buying Resources",100,,7093,8,1,Article|FAQPage|BreadcrumbList|Service|Organization|RealEstateAgent|WebPage,757,130.8,87,false,https://montfortre.com/buying-a-brownstone-in-nyc/,
/buying-sro-in-nyc,200,true,route,Buying SRO in NYC | Montfort Real Estate,Buying SRO in NYC | Montfort Real Estate,true,40,"Learn how to buy SRO property in NYC with expert guidance on single room occupancy investments, regulations, cash flow potential, and multifamily opportunities.","Learn how to buy SRO property in NYC with expert guidance on single room occupancy investments, regulations, cash flow potential, and multifamily opportunities.",true,160,https://montfortre.com/buying-sro-in-nyc/,https://montfortre.com/buying-sro-in-nyc/,,https://montfortre.com/og-home.jpg,2,Buying SROs in NYC — Make Smarter Investment Decisions || SRO Housing New York City: Making a Smart Investment,Buying SROs in NYC — Make Smarter Investment Decisions || SRO Housing New York City: Making a Smart Investment,true,12,The Ins and Outs of Single Room Occupancy || Expert SRO Property Acquisition and Due Diligence Services || Why SRO Properties Are the Real Deal || Affordable Housing Options || Stanley Montfort’s SRO Investment Services || Top 10 Critical SRO Investment Considerations || Stanley Montfort’s SRO Due Diligence Process || New York City’s Housing Push || Client Success Stories || Frequently Asked Questions || Get in Touch || Recent News & Realtor Advice,100,,7092,8,1,Article|FAQPage|BreadcrumbList|Service|Organization|RealEstateAgent|WebPage,1064,124.2,88,false,https://montfortre.com/buying-sro-in-nyc/,
/co-ownership-buying-in-nyc,200,true,route,Co-Ownership Buying in NYC | Montfort Real Estate,Co-Ownership Buying in NYC | Montfort Real Estate,true,49,"Explore co-ownership buying opportunities in NYC with expert guidance on shared property investments, fractional ownership strategies, and affordable entry into the New York real estate market.","Explore co-ownership buying opportunities in NYC with expert guidance on shared property investments, fractional ownership strategies, and affordable entry into the New York real estate market.",true,193,https://montfortre.com/co-ownership-buying-in-nyc/,https://montfortre.com/co-ownership-buying-in-nyc/,,https://montfortre.com/og-home.jpg,2,Co-Ownership Buying in NYC — Protecting Your Investment Every Step of the Way || Co-Ownership Buying Services in New York City,Co-Ownership Buying in NYC — Protecting Your Investment Every Step of the Way || Co-Ownership Buying Services in New York City,true,9,Expert Co-Ownership Buying Guidance and Advisory Services || Why Co-Ownership is a Smart Path to NYC Homeownership || Our Co-Ownership Buying Services || Top 5 Co-Ownership Structures We Help Clients Navigate || Our Proven Co-Ownership Buying Process || Client Success Stories || Frequently Asked Questions || Schedule Your Co-Ownership Consultation || Recent News & Realtor Advice,100,,7547,8,1,Article|FAQPage|BreadcrumbList|Service|Organization|RealEstateAgent|WebPage,1198,131.6,90,false,https://montfortre.com/co-ownership-buying-in-nyc/,
